,economy,regionwb,pop_scaled_wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,fin14_1,fin16,fin17a,fin17b,fin22a,fin22b,fin24,fin33,receive_wages,pay_utilities,remittances,mobileowner,internetaccess,merchantpay_dig,receive_welfare_payments,internet_fin_transc
75638,Morocco,1,13630.877215428018,1,25.0,1,3,1.0,,1,2,2,2,2.0,2,1,3,2.0,1,4,5.0,1,2,0.0,2,2
75645,Morocco,1,9122.291015152694,2,32.0,1,5,1.0,,1,2,1,2,2.0,2,2,4,2.0,2,2,5.0,1,1,0.0,2,2
75649,Morocco,1,22270.487958969345,2,17.0,2,3,1.0,,0,2,2,2,1.0,2,2,2,2.0,2,4,5.0,1,2,0.0,2,2
75651,Morocco,1,10586.74405354109,2,25.0,2,5,1.0,,1,2,2,2,2.0,2,1,2,2.0,3,1,1.0,1,1,1.0,2,1
75656,Morocco,1,11253.95194809864,2,39.0,2,3,1.0,,1,2,2,2,2.0,2,1,2,2.0,2,4,5.0,1,2,0.0,2,2
75657,Morocco,1,10956.767584490291,2,45.0,2,3,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,2,5.0,1,1,0.0,2,2
75659,Morocco,1,8224.860851997431,1,44.0,2,5,1.0,,1,2,2,2,2.0,2,2,5,1.0,1,4,5.0,1,1,1.0,2,2
75661,Morocco,1,14165.431674451791,2,18.0,1,5,1.0,,0,2,2,2,1.0,2,1,2,2.0,2,2,3.0,1,1,0.0,2,1
75662,Morocco,1,8358.01526396395,2,41.0,3,5,1.0,,1,2,2,2,2.0,2,1,2,1.0,1,4,3.0,1,1,1.0,2,2
75663,Morocco,1,16300.947817933464,2,35.0,1,2,1.0,,0,2,2,2,2.0,2,1,5,2.0,2,2,5.0,1,1,0.0,2,2
75670,Morocco,1,9846.009391262687,2,50.0,3,5,1.0,,1,2,2,1,2.0,2,2,1,2.0,1,1,5.0,1,1,1.0,2,1
75671,Morocco,1,10426.940785086976,2,35.0,1,2,1.0,,0,2,2,2,2.0,2,1,1,2.0,2,2,5.0,1,1,0.0,2,2
75672,Morocco,1,11037.827828658907,2,29.0,2,4,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,4,1.0,1,1,0.0,2,2
75677,Morocco,1,91031.60499708318,1,34.0,2,2,2.0,,1,2,2,2,2.0,2,1,7,2.0,3,4,5.0,1,2,0.0,2,2
75679,Morocco,1,48015.33374466052,2,22.0,2,1,2.0,,0,2,2,2,2.0,2,1,2,2.0,2,4,2.0,1,1,0.0,2,2
75681,Morocco,1,21171.24506706416,2,57.0,2,3,1.0,,1,2,2,2,2.0,2,1,1,2.0,2,2,1.0,1,1,0.0,2,2
75682,Morocco,1,8385.90619879934,2,39.0,1,2,1.0,,1,1,2,2,2.0,2,1,3,2.0,2,1,1.0,1,1,1.0,2,2
75685,Morocco,1,16149.84915245004,2,40.0,1,4,1.0,,0,2,2,2,1.0,2,2,1,2.0,2,2,5.0,1,1,0.0,2,2
75686,Morocco,1,84388.33623878834,2,48.0,1,4,2.0,,1,2,2,2,2.0,2,2,4,2.0,2,4,5.0,1,1,0.0,2,2
75687,Morocco,1,17497.125489983344,2,63.0,1,1,1.0,,0,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,1,0.0,2,2
75689,Morocco,1,19652.22511036568,2,32.0,1,3,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,2,5.0,1,2,0.0,2,2
75701,Morocco,1,16999.62153721243,2,27.0,1,1,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,4,5.0,1,1,0.0,2,2
75703,Morocco,1,57323.20406155278,2,67.0,3,5,2.0,,1,2,2,2,2.0,2,2,3,1.0,1,2,5.0,1,1,0.0,2,2
75705,Morocco,1,9122.291015152694,2,33.0,1,3,1.0,,1,2,2,2,2.0,2,1,2,2.0,2,2,4.0,1,1,0.0,2,1
75706,Morocco,1,12666.450401911097,2,45.0,1,4,1.0,,1,2,2,2,2.0,2,2,1,2.0,1,1,1.0,1,1,0.0,2,2
75707,Morocco,1,8920.807375359653,2,36.0,2,4,1.0,,1,2,2,2,2.0,2,1,3,2.0,2,2,5.0,1,1,0.0,2,1
75711,Morocco,1,19203.038069798342,2,50.0,1,4,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,2,2.0,1,2,0.0,2,2
75715,Morocco,1,14165.431674451791,2,22.0,2,4,1.0,,1,2,2,2,1.0,2,1,2,2.0,2,2,3.0,1,1,0.0,2,2
75716,Morocco,1,14902.82256196018,1,21.0,2,4,1.0,,1,2,2,2,2.0,2,1,3,2.0,1,4,5.0,1,1,0.0,2,2
75717,Morocco,1,15537.807353050082,1,21.0,1,4,1.0,,0,2,1,2,1.0,2,2,4,2.0,2,4,5.0,1,1,0.0,2,2
75721,Morocco,1,8224.860851997431,1,27.0,3,2,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,4,5.0,1,1,0.0,2,2
75724,Morocco,1,9410.57163707348,1,34.0,1,4,1.0,,0,2,2,2,1.0,2,2,1,2.0,2,4,5.0,1,1,0.0,2,1
75730,Morocco,1,8749.489633149396,2,34.0,2,1,1.0,,1,1,2,2,2.0,2,2,3,2.0,1,1,1.0,1,1,1.0,2,1
75732,Morocco,1,8546.787789361246,2,30.0,2,2,1.0,,0,2,2,2,2.0,2,1,3,2.0,2,2,5.0,1,1,0.0,2,1
75736,Mozambique,2,10641.925224742467,1,20.0,1,3,2.0,1.0,1,1,2,2,2.0,2,2,6,2.0,3,4,1.0,2,2,1.0,2,2
75739,Mozambique,2,30656.934318711257,2,24.0,2,5,1.0,2.0,1,2,1,2,1.0,2,2,2,1.0,1,4,5.0,1,1,0.0,2,2
75746,Mozambique,2,3301.779976105536,2,36.0,2,5,1.0,2.0,1,2,2,2,2.0,2,2,3,2.0,1,1,1.0,1,1,0.0,2,1
75752,Mozambique,2,4650.9926700519045,1,27.0,2,2,2.0,1.0,1,1,2,2,1.0,2,1,3,1.0,1,1,1.0,1,1,1.0,2,1
75756,Mozambique,2,13729.78201512389,1,18.0,1,5,1.0,2.0,1,2,2,2,2.0,2,1,1,2.0,1,1,1.0,1,2,0.0,2,1
75757,Mozambique,2,10328.45819803711,1,34.0,2,5,1.0,1.0,1,2,2,1,2.0,2,2,3,1.0,1,1,1.0,1,1,0.0,2,1
75759,Mozambique,2,7168.292436088042,2,30.0,2,5,1.0,1.0,1,1,2,1,1.0,2,1,2,1.0,1,1,1.0,1,1,1.0,2,1
75762,Mozambique,2,11788.990217824867,2,22.0,2,2,2.0,2.0,1,2,2,2,2.0,2,2,2,2.0,2,1,5.0,1,2,0.0,2,1
75763,Mozambique,2,3593.9362346455673,1,47.0,2,1,1.0,1.0,1,2,1,2,2.0,2,2,1,2.0,1,1,5.0,1,2,0.0,2,1
75773,Mozambique,2,7140.953943284809,1,26.0,2,4,1.0,2.0,1,2,2,2,2.0,2,2,2,2.0,2,2,5.0,1,2,0.0,2,2
75774,Mozambique,2,13263.874390997122,2,27.0,2,4,1.0,1.0,1,2,2,2,1.0,2,1,1,2.0,1,1,1.0,1,2,0.0,2,1
75775,Mozambique,2,5171.024544051354,1,49.0,2,5,1.0,1.0,1,1,2,2,1.0,2,1,3,1.0,1,1,1.0,1,1,1.0,2,1
75781,Mozambique,2,13130.779232769935,2,26.0,1,3,1.0,1.0,1,2,1,2,1.0,2,1,5,2.0,1,1,1.0,1,1,0.0,1,1
75784,Mozambique,2,4421.2914636657015,2,29.0,2,5,2.0,1.0,1,1,1,2,1.0,1,2,3,1.0,1,1,1.0,1,1,1.0,2,1
75785,Mozambique,2,3301.779976105536,2,23.0,1,4,1.0,1.0,1,2,2,2,2.0,2,1,1,2.0,2,4,5.0,1,2,0.0,2,2
75791,Mozambique,2,10641.925224742467,1,21.0,1,1,2.0,1.0,1,2,2,2,2.0,2,2,6,2.0,3,4,1.0,1,2,0.0,2,2
75801,Mozambique,2,3301.779976105536,1,25.0,2,5,1.0,2.0,1,2,2,2,2.0,1,2,2,1.0,1,1,1.0,1,1,1.0,2,1
75803,Mozambique,2,3301.779976105536,2,45.0,2,5,1.0,1.0,1,2,2,2,2.0,2,2,3,1.0,1,1,5.0,1,2,1.0,2,1
75808,Mozambique,2,3390.459120363727,2,23.0,2,5,2.0,1.0,1,2,2,2,2.0,1,2,5,1.0,1,1,4.0,1,1,0.0,2,2
75815,Mozambique,2,10207.218620207763,2,20.0,1,5,1.0,2.0,0,2,2,2,1.0,2,2,2,2.0,2,2,5.0,1,2,0.0,2,1
75819,Mozambique,2,4687.81444081261,1,23.0,2,4,1.0,1.0,1,2,2,2,2.0,2,2,1,2.0,2,1,1.0,1,2,0.0,2,2
75820,Mozambique,2,6730.596527647427,2,53.0,1,5,1.0,2.0,1,2,1,2,2.0,2,1,3,2.0,2,2,1.0,1,2,0.0,2,2
75823,Mozambique,2,8942.617271848387,2,47.0,2,5,1.0,1.0,1,1,2,2,1.0,2,1,3,2.0,1,1,1.0,1,2,1.0,2,1
75828,Mozambique,2,7293.358734810324,1,21.0,2,3,1.0,1.0,1,2,2,2,1.0,2,2,3,2.0,1,1,1.0,1,1,0.0,2,1
75829,Mozambique,2,24710.538956449895,2,19.0,1,5,1.0,2.0,0,2,2,2,2.0,2,2,2,2.0,2,4,3.0,2,2,0.0,2,2
75836,Mozambique,2,7168.292436088042,2,29.0,2,5,1.0,1.0,1,2,2,1,2.0,2,1,3,1.0,1,1,1.0,1,1,0.0,2,1
75838,Mozambique,2,34723.52489335972,2,24.0,1,5,1.0,1.0,1,2,2,2,2.0,2,2,7,2.0,2,4,5.0,1,2,0.0,2,2
75843,Mozambique,2,4868.8604744471195,1,28.0,2,5,1.0,2.0,1,2,2,2,2.0,2,2,2,2.0,1,1,1.0,1,1,0.0,2,1
75844,Mozambique,2,9614.359482220028,2,70.0,2,1,1.0,2.0,1,2,1,1,2.0,2,1,5,2.0,1,4,1.0,2,1,0.0,2,2
75851,Mozambique,2,65671.77697373979,1,62.0,1,4,1.0,1.0,0,2,2,2,1.0,2,1,2,2.0,2,2,5.0,2,2,0.0,2,2
75856,Mozambique,2,4149.5135001296685,2,33.0,2,5,1.0,2.0,1,2,1,1,1.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
75860,Mozambique,2,30013.204606506184,2,18.0,1,4,1.0,1.0,1,1,1,2,1.0,1,2,5,1.0,1,4,2.0,1,2,1.0,2,1
75869,Mozambique,2,3301.779976105536,1,24.0,2,5,1.0,1.0,1,2,2,2,2.0,2,2,2,2.0,1,4,1.0,1,1,0.0,2,1
75880,Mozambique,2,27582.856703053647,1,58.0,1,3,1.0,1.0,1,2,2,2,2.0,2,2,2,1.0,1,2,5.0,1,2,0.0,2,2
75892,Mozambique,2,5824.753366944826,1,23.0,2,5,1.0,1.0,1,1,2,1,1.0,1,1,7,2.0,1,1,1.0,1,1,1.0,2,1
75903,Mozambique,2,10548.89184471148,1,23.0,2,2,2.0,1.0,1,2,2,2,1.0,2,2,5,2.0,3,1,1.0,1,1,0.0,2,1
75904,Mozambique,2,3340.0872647991428,2,35.0,2,5,1.0,1.0,1,1,2,1,2.0,1,1,4,1.0,1,1,5.0,1,1,1.0,2,1
75905,Mozambique,2,13322.05115127612,2,29.0,2,4,1.0,1.0,1,1,2,2,2.0,2,1,4,2.0,1,4,1.0,1,2,1.0,2,1
75906,Mozambique,2,4219.556737884602,1,21.0,2,5,1.0,1.0,1,1,2,2,1.0,2,1,4,2.0,3,4,3.0,1,2,1.0,2,1
75909,Mozambique,2,35770.213817639815,2,28.0,1,1,1.0,1.0,1,1,1,1,1.0,2,1,2,1.0,1,1,1.0,2,1,1.0,1,1
75910,Mozambique,2,27582.856703053647,1,66.0,1,3,1.0,1.0,0,2,2,2,2.0,2,2,2,2.0,2,2,5.0,1,2,0.0,2,2
75911,Mozambique,2,39666.92708773769,1,48.0,1,5,1.0,2.0,1,2,2,2,2.0,2,2,6,2.0,3,1,4.0,2,2,0.0,2,2
75917,Mozambique,2,25284.335472763953,1,20.0,1,5,1.0,1.0,1,1,1,1,1.0,2,1,6,1.0,1,1,1.0,1,2,1.0,1,1
75918,Mozambique,2,13952.978010155732,1,25.0,2,5,1.0,2.0,1,1,2,2,1.0,2,1,2,1.0,1,2,1.0,1,1,1.0,2,1
75931,Mozambique,2,7168.292436088042,2,30.0,2,5,1.0,1.0,1,1,2,1,1.0,1,1,1,1.0,1,1,1.0,1,2,1.0,2,1
75932,Mozambique,2,14241.975560744382,1,20.0,1,5,1.0,1.0,1,2,1,1,2.0,2,1,5,1.0,1,4,1.0,1,2,0.0,2,2
75934,Mozambique,2,58202.13007455314,2,59.0,1,4,2.0,1.0,1,2,2,2,1.0,2,1,2,2.0,1,1,1.0,1,2,0.0,2,1
75935,Mozambique,2,13052.64381422576,2,43.0,2,5,1.0,1.0,1,2,2,2,2.0,1,2,3,1.0,1,1,1.0,1,1,0.0,2,1
75942,Mozambique,2,6661.025575638068,2,32.0,1,5,1.0,1.0,1,1,2,2,2.0,2,2,1,2.0,1,4,5.0,2,2,1.0,2,2
75950,Mozambique,2,10837.565391439215,2,17.0,2,5,2.0,1.0,1,2,2,2,2.0,2,1,1,2.0,3,4,2.0,1,1,0.0,2,1
75962,Mozambique,2,3301.779976105536,2,24.0,2,5,2.0,2.0,1,2,1,1,2.0,2,2,1,1.0,1,1,1.0,1,1,0.0,2,1
75968,Mozambique,2,3301.779976105536,2,20.0,2,5,1.0,2.0,1,1,1,1,2.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
75984,Mozambique,2,13417.780033538742,2,44.0,2,5,1.0,1.0,1,1,1,2,1.0,2,2,2,2.0,1,1,1.0,1,1,1.0,2,1
75986,Mozambique,2,9755.019667925499,2,19.0,2,5,2.0,2.0,1,2,2,2,1.0,2,2,1,2.0,3,2,5.0,2,2,0.0,2,2
76015,Mozambique,2,3301.779976105536,1,39.0,2,5,1.0,2.0,1,1,2,2,2.0,1,2,4,1.0,1,1,1.0,1,1,1.0,2,1
76021,Mozambique,2,3301.779976105536,2,37.0,2,5,1.0,1.0,1,1,1,1,2.0,1,2,1,1.0,1,1,1.0,1,2,1.0,2,1
76022,Mozambique,2,65091.68232410872,2,25.0,1,5,1.0,1.0,1,2,2,2,2.0,2,1,2,1.0,2,4,5.0,1,1,0.0,2,1
76025,Mozambique,2,16670.78979620046,2,32.0,1,2,1.0,1.0,0,1,2,2,2.0,2,2,7,2.0,3,2,1.0,1,2,0.0,2,2
76026,Mozambique,2,65671.77697373979,1,38.0,1,2,1.0,1.0,1,2,2,2,2.0,2,2,4,1.0,1,2,1.0,1,2,0.0,2,2
76035,Mozambique,2,8468.927746186151,1,40.0,2,5,1.0,2.0,1,2,2,2,1.0,2,2,2,2.0,2,4,1.0,1,1,0.0,2,1
76037,Mozambique,2,13757.398089365877,2,26.0,2,4,1.0,2.0,1,2,2,2,2.0,2,1,2,1.0,2,1,5.0,1,1,0.0,2,1
76048,Mozambique,2,11400.613963369142,1,17.0,2,1,1.0,2.0,1,2,1,2,1.0,1,1,1,2.0,1,4,1.0,2,2,1.0,2,1
76056,Mozambique,2,4496.32428699002,2,18.0,2,3,2.0,2.0,1,2,1,2,1.0,2,2,3,2.0,1,4,5.0,1,1,0.0,2,1
76057,Mozambique,2,5910.426796966508,1,39.0,2,5,1.0,2.0,1,2,2,2,1.0,2,1,2,2.0,2,1,1.0,1,2,0.0,2,1
76058,Mozambique,2,3390.459120363727,2,24.0,2,1,2.0,2.0,1,1,1,1,2.0,2,2,3,1.0,3,1,1.0,1,1,1.0,2,1
76060,Mozambique,2,15912.874992070178,1,20.0,2,5,1.0,2.0,1,2,2,2,2.0,2,2,3,2.0,1,4,5.0,1,1,0.0,2,2
76061,Mozambique,2,42321.757762328074,2,16.0,1,4,1.0,2.0,1,2,2,2,1.0,2,1,2,2.0,1,4,5.0,2,2,0.0,2,1
76066,Mozambique,2,15276.66930929569,2,18.0,2,2,2.0,1.0,1,2,2,2,2.0,2,1,2,2.0,3,4,4.0,2,2,0.0,2,2
76069,Mozambique,2,4376.015240886201,1,23.0,1,4,1.0,2.0,1,1,1,1,1.0,2,2,1,2.0,1,1,4.0,1,1,1.0,2,1
76070,Mozambique,2,9000.34121638451,2,23.0,2,3,1.0,1.0,1,2,2,2,2.0,2,2,5,2.0,2,1,5.0,1,1,0.0,2,2
76078,Mozambique,2,4919.687812566922,1,42.0,1,2,2.0,2.0,1,2,1,2,2.0,2,2,2,1.0,1,1,1.0,1,2,0.0,2,2
76085,Mozambique,2,4421.2914636657015,2,28.0,2,3,1.0,1.0,1,2,2,2,1.0,2,1,2,1.0,1,1,1.0,1,1,0.0,2,1
76088,Mozambique,2,24458.60829985965,2,41.0,1,3,1.0,1.0,0,2,2,2,2.0,2,2,2,2.0,3,4,5.0,1,2,0.0,2,2
76089,Mozambique,2,3839.09730277124,1,30.0,2,4,1.0,1.0,1,2,2,1,1.0,2,2,3,1.0,1,1,2.0,1,2,0.0,2,1
76091,Mozambique,2,7246.500670554368,2,41.0,2,4,1.0,1.0,1,1,2,1,2.0,1,2,5,1.0,1,1,1.0,1,1,1.0,2,1
76097,Mozambique,2,5502.959235746355,2,25.0,2,5,1.0,1.0,1,2,2,2,1.0,2,2,2,1.0,1,1,1.0,1,2,0.0,2,1
76099,Mozambique,2,8400.290134696224,2,18.0,2,3,1.0,1.0,1,2,1,2,1.0,2,1,1,2.0,3,1,5.0,1,2,1.0,2,2
76102,Mozambique,2,14336.584872176085,2,31.0,2,5,1.0,1.0,1,1,2,1,2.0,1,1,4,1.0,1,4,1.0,1,1,1.0,2,1
76103,Mozambique,2,14649.574360295186,2,26.0,2,5,1.0,2.0,1,1,2,1,1.0,2,2,3,2.0,1,1,1.0,1,1,1.0,2,1
76112,Mozambique,2,22512.23654000589,2,33.0,2,4,2.0,1.0,1,1,1,1,2.0,2,2,4,2.0,2,1,5.0,1,1,1.0,2,1
76113,Mozambique,2,26864.51256442628,2,32.0,1,2,1.0,1.0,1,2,2,2,1.0,2,2,3,2.0,2,1,1.0,1,1,0.0,2,2
76116,Mozambique,2,8842.582927331403,2,29.0,2,5,1.0,1.0,1,1,2,2,1.0,2,1,2,1.0,1,1,1.0,1,2,1.0,2,2
76118,Mozambique,2,3979.656281452203,2,29.0,2,5,1.0,1.0,1,2,2,2,1.0,1,1,2,1.0,1,1,1.0,1,1,0.0,2,1
76120,Mozambique,2,26834.81644325856,1,42.0,1,2,1.0,1.0,0,2,2,2,2.0,2,2,5,2.0,2,2,5.0,2,2,0.0,2,2
76123,Mozambique,2,13953.39349718281,2,50.0,1,3,1.0,1.0,0,2,1,2,2.0,2,2,2,2.0,3,2,5.0,1,2,0.0,2,2
76124,Mozambique,2,9737.720948894239,1,25.0,2,1,1.0,1.0,1,2,2,2,2.0,2,2,2,1.0,1,1,1.0,1,2,0.0,2,1
76125,Mozambique,2,4261.554027726156,1,39.0,2,5,1.0,2.0,1,1,2,2,2.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
76126,Mozambique,2,8815.279211840787,1,21.0,1,3,2.0,2.0,1,2,2,1,1.0,2,1,1,2.0,3,1,1.0,1,2,0.0,2,2
76129,Mozambique,2,3301.779976105536,2,44.0,2,5,1.0,1.0,1,2,1,1,2.0,2,2,3,2.0,1,1,5.0,1,1,0.0,2,1
76131,Mozambique,2,4868.8604744471195,1,29.0,2,5,1.0,2.0,1,1,2,2,1.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
76132,Mozambique,2,3301.779976105536,1,37.0,2,5,1.0,2.0,1,1,2,2,1.0,1,2,1,1.0,1,1,1.0,1,1,1.0,2,1
76140,Mozambique,2,15008.157693337254,2,33.0,2,5,1.0,2.0,1,2,2,2,2.0,2,1,2,1.0,1,1,1.0,1,1,0.0,2,1
76141,Mozambique,2,7773.6099888635845,2,45.0,2,5,1.0,2.0,1,1,2,2,1.0,1,2,3,1.0,1,1,1.0,1,1,1.0,2,1
76144,Mozambique,2,5645.951830790762,1,38.0,2,5,1.0,2.0,1,2,1,2,1.0,2,2,3,2.0,1,1,1.0,1,1,1.0,2,1
76145,Mozambique,2,13322.05115127612,2,33.0,2,5,2.0,1.0,1,2,2,1,1.0,2,2,3,2.0,1,1,5.0,1,1,0.0,2,1
76147,Mozambique,2,29226.907605334352,2,22.0,1,5,1.0,1.0,1,1,1,1,1.0,1,1,7,1.0,1,1,1.0,1,1,1.0,1,1
76157,Mozambique,2,12492.405883597039,2,34.0,1,5,1.0,1.0,0,2,2,2,2.0,1,2,3,2.0,3,2,5.0,1,2,0.0,2,1
76158,Mozambique,2,3892.5056606944113,2,56.0,1,4,1.0,1.0,1,2,2,1,1.0,2,2,1,1.0,2,3,5.0,1,1,0.0,2,2
76161,Mozambique,2,9348.401394254013,2,25.0,2,5,1.0,1.0,1,2,2,2,2.0,2,1,3,1.0,1,1,1.0,1,1,0.0,2,1
76163,Mozambique,2,3800.2046544563746,1,24.0,2,5,2.0,2.0,1,1,2,1,1.0,2,1,2,1.0,1,1,1.0,1,1,1.0,2,1
76167,Mozambique,2,3301.779976105536,1,24.0,2,5,1.0,1.0,1,1,1,2,1.0,2,2,2,1.0,1,4,2.0,1,1,1.0,2,1
76168,Mozambique,2,5894.495108912433,2,22.0,2,2,1.0,2.0,1,2,2,2,1.0,2,1,2,2.0,1,4,1.0,1,1,0.0,2,1
76169,Mozambique,2,5252.3116931079785,2,25.0,1,4,1.0,2.0,1,2,2,2,2.0,2,2,2,2.0,1,1,2.0,1,1,0.0,2,1
76174,Mozambique,2,4660.729684924463,2,18.0,2,5,1.0,2.0,1,2,2,2,2.0,2,2,2,2.0,3,4,4.0,1,1,0.0,2,1
76175,Mozambique,2,40036.04207519934,1,20.0,1,3,1.0,2.0,1,2,2,2,2.0,2,2,7,2.0,2,4,5.0,2,2,0.0,2,2
76176,Mozambique,2,17571.073669197314,2,19.0,2,4,1.0,2.0,1,1,2,1,2.0,2,1,2,1.0,1,1,1.0,1,1,1.0,2,1
76178,Mozambique,2,13461.193055294836,2,54.0,1,5,2.0,2.0,1,1,1,2,2.0,1,2,3,1.0,1,1,1.0,1,1,1.0,2,1
76184,Mozambique,2,14606.581423341377,1,25.0,2,3,1.0,2.0,1,2,2,2,2.0,2,2,2,1.0,1,1,1.0,1,1,1.0,2,1
76190,Mozambique,2,48711.512675557315,2,22.0,1,5,1.0,1.0,1,1,2,1,1.0,1,1,6,1.0,1,4,1.0,1,1,1.0,2,1
76193,Mozambique,2,7082.951507726351,2,39.0,1,2,2.0,1.0,0,2,1,2,2.0,2,2,3,2.0,3,1,1.0,1,2,0.0,2,2
76198,Mozambique,2,15448.388286149224,2,45.0,1,1,1.0,2.0,1,2,2,2,2.0,2,1,3,2.0,1,3,5.0,1,1,0.0,2,1
76201,Mozambique,2,7444.203183042739,1,68.0,1,4,1.0,1.0,1,2,1,2,1.0,2,1,1,2.0,1,1,2.0,2,2,0.0,2,1
76205,Mozambique,2,7146.244506545883,2,45.0,2,5,1.0,1.0,1,2,2,2,1.0,1,2,6,1.0,1,1,1.0,1,1,0.0,2,1
76207,Mozambique,2,40147.53889871675,2,30.0,1,2,1.0,1.0,1,2,2,2,1.0,2,2,7,2.0,3,4,5.0,1,2,0.0,2,2
76211,Mozambique,2,14450.087188585621,2,22.0,2,3,1.0,1.0,1,1,2,1,1.0,2,1,3,2.0,3,1,1.0,1,1,1.0,2,1
76215,Mozambique,2,6610.473715898907,2,21.0,1,2,1.0,1.0,1,1,2,1,1.0,1,1,6,2.0,1,4,1.0,2,2,1.0,1,1
76217,Mozambique,2,6633.1591942975665,1,58.0,1,5,1.0,1.0,0,2,2,2,2.0,2,2,5,2.0,2,4,5.0,2,2,0.0,2,2
76218,Mozambique,2,4421.2914636657015,2,29.0,2,5,2.0,1.0,1,2,2,2,2.0,2,1,2,1.0,3,1,1.0,1,1,0.0,2,2
76220,Mozambique,2,3301.779976105536,2,47.0,2,5,1.0,1.0,1,2,1,1,2.0,2,2,4,1.0,1,1,1.0,1,1,0.0,2,1
76221,Mozambique,2,15888.749573036814,1,33.0,1,2,1.0,2.0,1,2,2,2,2.0,2,2,2,1.0,1,1,1.0,1,1,0.0,2,1
76223,Mozambique,2,8468.927746186151,1,38.0,2,5,1.0,2.0,1,1,1,1,1.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
76226,Mozambique,2,48976.72882465565,2,26.0,1,4,1.0,2.0,1,2,2,2,2.0,2,2,5,2.0,3,4,2.0,2,1,0.0,2,2
76227,Mozambique,2,3301.779976105536,1,42.0,2,5,2.0,2.0,1,2,2,2,1.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,1
76234,Mozambique,2,8701.762542817169,2,39.0,2,5,1.0,1.0,1,1,2,1,2.0,2,2,1,2.0,1,4,1.0,1,1,1.0,2,1
76235,Mozambique,2,3301.779976105536,1,29.0,2,5,2.0,1.0,1,1,2,1,1.0,2,1,1,1.0,1,1,1.0,1,2,1.0,2,1
76238,Mozambique,2,5929.7142070179125,2,45.0,2,5,1.0,2.0,1,1,1,1,2.0,2,2,3,1.0,1,4,1.0,1,1,1.0,2,1
76247,Mozambique,2,8299.027000259319,2,32.0,2,5,1.0,1.0,1,2,2,2,2.0,2,2,3,1.0,1,4,5.0,1,2,0.0,2,2
76248,Mozambique,2,4350.8812714085925,2,42.0,2,5,1.0,2.0,1,2,2,2,2.0,2,2,3,2.0,1,1,1.0,1,1,0.0,2,1
76249,Mozambique,2,3301.779976105536,1,29.0,2,5,1.0,1.0,1,2,2,2,1.0,2,2,3,1.0,1,1,1.0,1,1,0.0,2,1
76252,Mozambique,2,5645.951830790762,1,36.0,2,5,1.0,2.0,1,1,2,2,1.0,1,1,1,1.0,1,1,1.0,1,1,1.0,2,1
76253,Mozambique,2,3301.779976105536,2,46.0,2,5,1.0,2.0,1,1,2,2,1.0,2,1,1,1.0,1,2,1.0,1,1,1.0,2,1
76255,Mozambique,2,3301.779976105536,1,22.0,2,1,1.0,1.0,1,1,1,1,1.0,1,1,3,1.0,1,1,2.0,1,2,1.0,2,1
76257,Mozambique,2,5393.615624036219,2,27.0,2,2,2.0,2.0,1,2,2,2,2.0,2,2,4,2.0,2,2,5.0,2,2,0.0,2,2
76259,Mozambique,2,11586.291214611905,2,53.0,2,5,1.0,1.0,1,2,2,2,2.0,2,2,2,1.0,1,4,1.0,1,1,0.0,2,1
76266,Mozambique,2,4421.2914636657015,2,26.0,2,5,1.0,1.0,1,2,2,2,1.0,2,1,3,1.0,1,1,1.0,1,1,1.0,2,1
76267,Mozambique,2,65671.77697373979,2,45.0,1,4,1.0,1.0,1,2,1,1,2.0,2,2,3,2.0,1,2,5.0,2,2,1.0,2,2
76282,Mozambique,2,11938.968844356608,2,30.0,2,5,1.0,1.0,1,2,2,2,2.0,2,2,3,1.0,1,1,4.0,1,1,0.0,2,2
76287,Mozambique,2,5857.024556399105,2,23.0,2,4,2.0,1.0,1,2,1,1,1.0,2,2,1,2.0,1,4,1.0,1,1,0.0,2,1
76288,Mozambique,2,7647.932023265423,2,19.0,2,5,1.0,1.0,1,1,1,1,2.0,2,1,2,2.0,1,1,1.0,1,1,1.0,2,1
76289,Mozambique,2,6812.934912868704,1,16.0,1,1,1.0,1.0,1,1,1,2,2.0,2,1,3,2.0,1,1,1.0,1,2,1.0,2,1
76301,Mozambique,2,42321.757762328074,2,16.0,1,3,1.0,1.0,1,2,1,1,1.0,2,1,4,1.0,1,3,1.0,1,1,0.0,2,1
76309,Mozambique,2,65671.77697373979,1,39.0,1,4,2.0,2.0,0,1,2,2,2.0,2,2,5,2.0,3,4,5.0,1,2,0.0,2,2
